decorations/percellbg/20pt : pid 61468, running 240s
[2026-08-28T14:24:11Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 122us  skipped 240/240  total 242us/119  frame 333us/118  upload 0us/119  backgrounds 107us/119  glyphs 135us/119  decorations -  grid 107x37
[2026-08-28T14:24:12Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 110us  skipped 0/240  total 248us/119  frame 335us/118  upload 0us/119  backgrounds 107us/119  glyphs 134us/119  decorations 6us/119  grid 107x37
[2026-08-28T14:24:12Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 116us  skipped 240/240  total 245us/119  frame 339us/118  upload 0us/119  backgrounds 108us/119  glyphs 137us/119  decorations -  grid 107x37
[2026-08-28T14:24:13Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 114us  skipped 0/240  total 261us/119  frame 350us/118  upload 0us/119  backgrounds 113us/119  glyphs 140us/119  decorations 7us/119  grid 107x37
[2026-08-28T14:24:13Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 111us  skipped 240/240  total 254us/119  frame 352us/118  upload 0us/119  backgrounds 116us/119  glyphs 139us/119  decorations -  grid 107x37
[2026-08-28T14:24:14Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 119us  skipped 0/240  total 262us/119  frame 351us/118  upload 0us/119  backgrounds 117us/119  glyphs 137us/119  decorations 7us/119  grid 107x37
[2026-08-28T14:24:14Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 112us  skipped 240/240  total 254us/119  frame 349us/118  upload 0us/119  backgrounds 116us/119  glyphs 137us/119  decorations -  grid 107x37
[2026-08-28T14:24:15Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 111us  skipped 0/240  total 262us/119  frame 352us/118  upload 0us/119  backgrounds 116us/119  glyphs 138us/119  decorations 7us/119  grid 107x37
[2026-08-28T14:24:15Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 103us  skipped 240/240  total 253us/119  frame 350us/118  upload 0us/119  backgrounds 116us/119  glyphs 137us/119  decorations -  grid 107x37
[2026-08-28T14:24:16Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 96us  skipped 0/240  total 260us/119  frame 348us/118  upload 0us/119  backgrounds 116us/119  glyphs 136us/119  decorations 7us/119  grid 107x37
[2026-08-28T14:24:16Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 100us  skipped 240/240  total 248us/119  frame 342us/118  upload 0us/119  backgrounds 113us/119  glyphs 135us/119  decorations -  grid 107x37
[2026-08-28T14:24:16Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 118us  skipped 0/240  total 256us/119  frame 344us/118  upload 0us/119  backgrounds 113us/119  glyphs 136us/119  decorations 7us/119  grid 107x37
[2026-08-28T14:24:17Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 78us  skipped 240/240  total 248us/119  frame 343us/118  upload 0us/119  backgrounds 112us/119  glyphs 134us/119  decorations -  grid 107x37
[2026-08-28T14:24:17Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 102us  skipped 0/240  total 256us/119  frame 343us/118  upload 0us/119  backgrounds 113us/119  glyphs 135us/119  decorations 7us/119  grid 107x37
[2026-08-28T14:24:18Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 103us  skipped 240/240  total 251us/119  frame 345us/118  upload 0us/119  backgrounds 113us/119  glyphs 137us/119  decorations -  grid 107x37
[2026-08-28T14:24:18Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 88us  skipped 0/240  total 257us/119  frame 344us/118  upload 0us/119  backgrounds 113us/119  glyphs 135us/119  decorations 7us/119  grid 107x37
[2026-08-28T14:24:19Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 92us  skipped 240/240  total 249us/119  frame 343us/118  upload 0us/119  backgrounds 113us/119  glyphs 136us/119  decorations -  grid 107x37
[2026-08-28T14:24:19Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 106us  skipped 0/240  total 253us/119  frame 341us/118  upload 0us/119  backgrounds 112us/119  glyphs 135us/119  decorations 7us/119  grid 107x37
[2026-08-28T14:24:20Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 96us  skipped 240/240  total 249us/119  frame 342us/118  upload 0us/119  backgrounds 113us/119  glyphs 135us/119  decorations -  grid 107x37
[2026-08-28T14:24:20Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 84us  skipped 0/240  total 255us/119  frame 342us/118  upload 0us/119  backgrounds 113us/119  glyphs 135us/119  decorations 7us/119  grid 107x37
[2026-08-28T14:24:20Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 100us  skipped 240/240  total 245us/119  frame 339us/118  upload 0us/119  backgrounds 110us/119  glyphs 135us/119  decorations -  grid 107x37
[2026-08-28T14:24:21Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 102us  skipped 0/240  total 252us/119  frame 340us/118  upload 0us/119  backgrounds 109us/119  glyphs 136us/119  decorations 7us/119  grid 107x37
[2026-08-28T14:24:21Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 100us  skipped 240/240  total 246us/119  frame 339us/118  upload 0us/119  backgrounds 110us/119  glyphs 135us/119  decorations -  grid 107x37
[2026-08-28T14:24:22Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 120us  skipped 0/240  total 255us/119  frame 342us/118  upload 0us/119  backgrounds 110us/119  glyphs 137us/119  decorations 7us/119  grid 107x37
[2026-08-28T14:24:22Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 108us  skipped 240/240  total 254us/119  frame 350us/118  upload 0us/119  backgrounds 113us/119  glyphs 140us/119  decorations -  grid 107x37
[2026-08-28T14:24:23Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 125us  skipped 0/240  total 266us/119  frame 355us/118  upload 0us/119  backgrounds 115us/119  glyphs 141us/119  decorations 7us/119  grid 107x37
[2026-08-28T14:24:23Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 118us  skipped 240/240  total 274us/119  frame 376us/118  upload 0us/119  backgrounds 128us/119  glyphs 145us/119  decorations -  grid 107x37
[2026-08-28T14:24:24Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 105us  skipped 0/240  total 279us/119  frame 372us/118  upload 0us/119  backgrounds 128us/119  glyphs 143us/119  decorations 7us/119  grid 107x37
[2026-08-28T14:24:24Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 99us  skipped 240/240  total 266us/119  frame 366us/118  upload 0us/119  backgrounds 124us/119  glyphs 142us/119  decorations -  grid 107x37
[2026-08-28T14:24:25Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 116us  skipped 0/240  total 282us/119  frame 378us/118  upload 0us/119  backgrounds 130us/119  glyphs 144us/119  decorations 7us/119  grid 107x37
[2026-08-28T14:24:25Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 88us  skipped 240/240  total 273us/119  frame 374us/118  upload 0us/119  backgrounds 128us/119  glyphs 143us/119  decorations -  grid 107x37
[2026-08-28T14:24:26Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 107us  skipped 0/240  total 272us/119  frame 364us/118  upload 0us/119  backgrounds 124us/119  glyphs 141us/119  decorations 7us/119  grid 107x37
[2026-08-28T14:24:26Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 89us  skipped 240/240  total 265us/119  frame 363us/118  upload 0us/119  backgrounds 124us/119  glyphs 140us/119  decorations -  grid 107x37
[2026-08-28T14:24:27Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 97us  skipped 0/240  total 267us/119  frame 357us/118  upload 0us/119  backgrounds 120us/119  glyphs 139us/119  decorations 7us/119  grid 107x37
[2026-08-28T14:24:27Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 89us  skipped 240/240  total 254us/119  frame 350us/118  upload 0us/119  backgrounds 117us/119  glyphs 137us/119  decorations -  grid 107x37
[2026-08-28T14:24:27Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 97us  skipped 0/240  total 261us/119  frame 350us/118  upload 0us/119  backgrounds 117us/119  glyphs 137us/119  decorations 7us/119  grid 107x37
[2026-08-28T14:24:28Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 88us  skipped 240/240  total 255us/119  frame 351us/118  upload 0us/119  backgrounds 117us/119  glyphs 137us/119  decorations -  grid 107x37
[2026-08-28T14:24:28Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 95us  skipped 0/240  total 260us/119  frame 349us/118  upload 0us/119  backgrounds 116us/119  glyphs 137us/119  decorations 7us/119  grid 107x37
[2026-08-28T14:24:29Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 101us  skipped 240/240  total 255us/119  frame 350us/118  upload 0us/119  backgrounds 117us/119  glyphs 138us/119  decorations -  grid 107x37
[2026-08-28T14:24:29Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 95us  skipped 0/240  total 260us/119  frame 349us/118  upload 0us/119  backgrounds 116us/119  glyphs 137us/119  decorations 7us/119  grid 107x37
[2026-08-28T14:24:30Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 91us  skipped 240/240  total 254us/119  frame 352us/118  upload 0us/119  backgrounds 117us/119  glyphs 137us/119  decorations -  grid 107x37
[2026-08-28T14:24:30Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 114us  skipped 0/240  total 264us/119  frame 351us/118  upload 0us/119  backgrounds 116us/119  glyphs 139us/119  decorations 7us/119  grid 107x37
[2026-08-28T14:24:30Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 89us  skipped 240/240  total 254us/119  frame 351us/118  upload 0us/119  backgrounds 116us/119  glyphs 138us/119  decorations -  grid 107x37
[2026-08-28T14:24:31Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 119us  skipped 0/240  total 264us/119  frame 351us/118  upload 0us/119  backgrounds 117us/119  glyphs 140us/119  decorations 7us/119  grid 107x37
[2026-08-28T14:24:31Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 116us  skipped 240/240  total 260us/119  frame 356us/118  upload 0us/119  backgrounds 120us/119  glyphs 140us/119  decorations -  grid 107x37
[2026-08-28T14:24:32Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 108us  skipped 0/240  total 268us/119  frame 359us/118  upload 0us/119  backgrounds 120us/119  glyphs 140us/119  decorations 7us/119  grid 107x37
[2026-08-28T14:24:32Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 109us  skipped 240/240  total 269us/119  frame 370us/118  upload 0us/119  backgrounds 124us/119  glyphs 144us/119  decorations -  grid 107x37
[2026-08-28T14:24:33Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 120us  skipped 0/240  total 288us/119  frame 382us/118  upload 0us/119  backgrounds 133us/119  glyphs 147us/119  decorations 8us/119  grid 107x37
[2026-08-28T14:24:33Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 99us  skipped 240/240  total 275us/119  frame 374us/118  upload 0us/119  backgrounds 128us/119  glyphs 144us/119  decorations -  grid 107x37
[2026-08-28T14:24:34Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 102us  skipped 0/240  total 276us/119  frame 370us/118  upload 0us/119  backgrounds 126us/119  glyphs 141us/119  decorations 7us/119  grid 107x37
[2026-08-28T14:24:34Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 119us  skipped 240/240  total 269us/119  frame 371us/118  upload 0us/119  backgrounds 127us/119  glyphs 142us/119  decorations -  grid 107x37
[2026-08-28T14:24:35Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 107us  skipped 0/240  total 272us/119  frame 366us/118  upload 0us/119  backgrounds 124us/119  glyphs 141us/119  decorations 7us/119  grid 107x37
[2026-08-28T14:24:35Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 85us  skipped 240/240  total 264us/119  frame 364us/118  upload 0us/119  backgrounds 124us/119  glyphs 140us/119  decorations -  grid 107x37
[2026-08-28T14:24:36Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 102us  skipped 0/240  total 273us/119  frame 364us/118  upload 0us/119  backgrounds 124us/119  glyphs 141us/119  decorations 7us/119  grid 107x37
[2026-08-28T14:24:36Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 77us  skipped 240/240  total 265us/119  frame 364us/118  upload 0us/119  backgrounds 124us/119  glyphs 140us/119  decorations -  grid 107x37
[2026-08-28T14:24:36Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 100us  skipped 0/240  total 272us/119  frame 364us/118  upload 0us/119  backgrounds 124us/119  glyphs 140us/119  decorations 7us/119  grid 107x37
[2026-08-28T14:24:37Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 92us  skipped 240/240  total 266us/119  frame 363us/118  upload 0us/119  backgrounds 124us/119  glyphs 141us/119  decorations -  grid 107x37
[2026-08-28T14:24:37Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 84us  skipped 0/240  total 269us/119  frame 360us/118  upload 0us/119  backgrounds 122us/119  glyphs 138us/119  decorations 7us/119  grid 107x37
[2026-08-28T14:24:38Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 85us  skipped 240/240  total 258us/119  frame 357us/118  upload 0us/119  backgrounds 120us/119  glyphs 138us/119  decorations -  grid 107x37
[2026-08-28T14:24:38Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 101us  skipped 0/240  total 266us/119  frame 357us/118  upload 0us/119  backgrounds 120us/119  glyphs 139us/119  decorations 7us/119  grid 107x37
[2026-08-28T14:24:39Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 102us  skipped 240/240  total 259us/119  frame 355us/118  upload 0us/119  backgrounds 120us/119  glyphs 138us/119  decorations -  grid 107x37
[2026-08-28T14:24:39Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 86us  skipped 0/240  total 266us/119  frame 356us/118  upload 0us/119  backgrounds 119us/119  glyphs 138us/119  decorations 7us/119  grid 107x37
[2026-08-28T14:24:39Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 100us  skipped 240/240  total 260us/119  frame 356us/118  upload 0us/119  backgrounds 120us/119  glyphs 139us/119  decorations -  grid 107x37
[2026-08-28T14:24:40Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 94us  skipped 0/240  total 265us/119  frame 357us/118  upload 0us/119  backgrounds 119us/119  glyphs 138us/119  decorations 7us/119  grid 107x37
[2026-08-28T14:24:40Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 83us  skipped 240/240  total 259us/119  frame 356us/118  upload 0us/119  backgrounds 120us/119  glyphs 138us/119  decorations -  grid 107x37
[2026-08-28T14:24:41Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 127us  skipped 0/240  total 275us/119  frame 366us/118  upload 0us/119  backgrounds 124us/119  glyphs 143us/119  decorations 7us/119  grid 107x37
[2026-08-28T14:24:41Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 95us  skipped 240/240  total 266us/119  frame 365us/118  upload 0us/119  backgrounds 124us/119  glyphs 141us/119  decorations -  grid 107x37
[2026-08-28T14:24:42Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 98us  skipped 0/240  total 273us/119  frame 364us/118  upload 0us/119  backgrounds 124us/119  glyphs 140us/119  decorations 7us/119  grid 107x37
[2026-08-28T14:24:42Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 110us  skipped 240/240  total 263us/119  frame 362us/118  upload 0us/119  backgrounds 120us/119  glyphs 142us/119  decorations -  grid 107x37
[2026-08-28T14:24:43Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 112us  skipped 0/240  total 272us/119  frame 364us/118  upload 0us/119  backgrounds 120us/119  glyphs 144us/119  decorations 7us/119  grid 107x37
[2026-08-28T14:24:43Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 108us  skipped 240/240  total 262us/119  frame 361us/118  upload 0us/119  backgrounds 120us/119  glyphs 141us/119  decorations -  grid 107x37
[2026-08-28T14:24:44Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 106us  skipped 0/240  total 269us/119  frame 360us/118  upload 0us/119  backgrounds 120us/119  glyphs 140us/119  decorations 7us/119  grid 107x37
[2026-08-28T14:24:44Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 88us  skipped 240/240  total 259us/119  frame 356us/118  upload 0us/119  backgrounds 120us/119  glyphs 138us/119  decorations -  grid 107x37
[2026-08-28T14:24:44Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 105us  skipped 0/240  total 263us/119  frame 353us/118  upload 0us/119  backgrounds 116us/119  glyphs 138us/119  decorations 7us/119  grid 107x37
[2026-08-28T14:24:45Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 106us  skipped 240/240  total 258us/119  frame 356us/118  upload 0us/119  backgrounds 119us/119  glyphs 139us/119  decorations -  grid 107x37
[2026-08-28T14:24:45Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 97us  skipped 0/240  total 263us/119  frame 353us/118  upload 0us/119  backgrounds 118us/119  glyphs 137us/119  decorations 7us/119  grid 107x37
[2026-08-28T14:24:46Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 79us  skipped 240/240  total 253us/119  frame 349us/118  upload 0us/119  backgrounds 116us/119  glyphs 135us/119  decorations -  grid 107x37
[2026-08-28T14:24:46Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 109us  skipped 0/240  total 262us/119  frame 349us/118  upload 0us/119  backgrounds 116us/119  glyphs 137us/119  decorations 7us/119  grid 107x37
[2026-08-28T14:24:47Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 86us  skipped 240/240  total 252us/119  frame 349us/118  upload 0us/119  backgrounds 116us/119  glyphs 136us/119  decorations -  grid 107x37
[2026-08-28T14:24:47Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 86us  skipped 0/240  total 260us/119  frame 348us/118  upload 0us/119  backgrounds 116us/119  glyphs 136us/119  decorations 7us/119  grid 107x37
[2026-08-28T14:24:47Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 96us  skipped 240/240  total 250us/119  frame 345us/118  upload 0us/119  backgrounds 113us/119  glyphs 136us/119  decorations -  grid 107x37
[2026-08-28T14:24:48Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 104us  skipped 0/240  total 256us/119  frame 343us/118  upload 0us/119  backgrounds 113us/119  glyphs 136us/119  decorations 7us/119  grid 107x37
[2026-08-28T14:24:48Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 81us  skipped 240/240  total 249us/119  frame 343us/118  upload 0us/119  backgrounds 113us/119  glyphs 135us/119  decorations -  grid 107x37
[2026-08-28T14:24:49Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 110us  skipped 0/240  total 256us/119  frame 345us/118  upload 0us/119  backgrounds 113us/119  glyphs 135us/119  decorations 7us/119  grid 107x37
[2026-08-28T14:24:49Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 92us  skipped 240/240  total 248us/119  frame 343us/118  upload 0us/119  backgrounds 112us/119  glyphs 135us/119  decorations -  grid 107x37
[2026-08-28T14:24:50Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 89us  skipped 0/240  total 256us/119  frame 344us/118  upload 0us/119  backgrounds 113us/119  glyphs 135us/119  decorations 7us/119  grid 107x37
[2026-08-28T14:24:50Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 96us  skipped 240/240  total 249us/119  frame 343us/118  upload 0us/119  backgrounds 113us/119  glyphs 135us/119  decorations -  grid 107x37
[2026-08-28T14:24:51Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 104us  skipped 0/240  total 256us/119  frame 345us/118  upload 0us/119  backgrounds 112us/119  glyphs 136us/119  decorations 7us/119  grid 107x37
[2026-08-28T14:24:51Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 96us  skipped 240/240  total 250us/119  frame 344us/118  upload 0us/119  backgrounds 113us/119  glyphs 136us/119  decorations -  grid 107x37
[2026-08-28T14:24:51Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 93us  skipped 0/240  total 256us/119  frame 344us/118  upload 0us/119  backgrounds 113us/119  glyphs 136us/119  decorations 7us/119  grid 107x37
[2026-08-28T14:24:52Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 92us  skipped 240/240  total 251us/119  frame 344us/118  upload 0us/119  backgrounds 113us/119  glyphs 136us/119  decorations -  grid 107x37
[2026-08-28T14:24:52Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 96us  skipped 0/240  total 259us/119  frame 349us/118  upload 0us/119  backgrounds 113us/119  glyphs 138us/119  decorations 7us/119  grid 107x37
[2026-08-28T14:24:53Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 122us  skipped 240/240  total 254us/119  frame 349us/118  upload 0us/119  backgrounds 113us/119  glyphs 138us/119  decorations -  grid 107x37
[2026-08-28T14:24:53Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 112us  skipped 0/240  total 263us/119  frame 353us/118  upload 0us/119  backgrounds 116us/119  glyphs 139us/119  decorations 7us/119  grid 107x37
[2026-08-28T14:24:54Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 90us  skipped 240/240  total 254us/119  frame 350us/118  upload 0us/119  backgrounds 116us/119  glyphs 137us/119  decorations -  grid 107x37
[2026-08-28T14:24:54Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 105us  skipped 0/240  total 261us/119  frame 349us/118  upload 0us/119  backgrounds 116us/119  glyphs 137us/119  decorations 7us/119  grid 107x37
[2026-08-28T14:24:55Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 106us  skipped 240/240  total 254us/119  frame 351us/118  upload 0us/119  backgrounds 116us/119  glyphs 138us/119  decorations -  grid 107x37
[2026-08-28T14:24:55Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 100us  skipped 0/240  total 260us/119  frame 350us/118  upload 0us/119  backgrounds 116us/119  glyphs 137us/119  decorations 7us/119  grid 107x37
[2026-08-28T14:24:56Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 84us  skipped 240/240  total 252us/119  frame 345us/118  upload 0us/119  backgrounds 114us/119  glyphs 137us/119  decorations -  grid 107x37
[2026-08-28T14:24:56Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 105us  skipped 0/240  total 231us/119  frame 336us/118  upload 0us/119  backgrounds 97us/119  glyphs 127us/119  decorations 6us/119  grid 107x37
[2026-08-28T14:24:56Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 81us  skipped 240/240  total 217us/119  frame 304us/118  upload 0us/119  backgrounds 93us/119  glyphs 123us/119  decorations -  grid 107x37
[2026-08-28T14:24:57Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 99us  skipped 0/240  total 224us/119  frame 307us/118  upload 0us/119  backgrounds 94us/119  glyphs 124us/119  decorations 5us/119  grid 107x37
[2026-08-28T14:24:57Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 86us  skipped 240/240  total 225us/119  frame 314us/118  upload 0us/119  backgrounds 97us/119  glyphs 128us/119  decorations -  grid 107x37
[2026-08-28T14:24:58Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 90us  skipped 0/240  total 230us/119  frame 314us/118  upload 0us/119  backgrounds 96us/119  glyphs 127us/119  decorations 6us/119  grid 107x37
[2026-08-28T14:24:58Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 87us  skipped 240/240  total 225us/119  frame 313us/118  upload 0us/119  backgrounds 97us/119  glyphs 128us/119  decorations -  grid 107x37
[2026-08-28T14:24:59Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 104us  skipped 0/240  total 243us/119  frame 327us/118  upload 0us/119  backgrounds 104us/119  glyphs 132us/119  decorations 6us/119  grid 107x37
[2026-08-28T14:24:59Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 80us  skipped 240/240  total 237us/119  frame 328us/118  upload 0us/119  backgrounds 104us/119  glyphs 132us/119  decorations -  grid 107x37
